,location,time,gdp,change
52,AUT,1976-01-01,6947.182515,0.10506714990316013
53,AUT,1977-01-01,7749.945101,0.11555225219241261
54,AUT,1978-01-01,8283.321553,0.06882325552618118
55,AUT,1979-01-01,9463.647629,0.14249429633363886
56,AUT,1980-01-01,10495.758556,0.10906058292335863
57,AUT,1981-01-01,11429.923725,0.08900406426231822
58,AUT,1982-01-01,12374.275099,0.08262096902138327
59,AUT,1983-01-01,13266.702725,0.07211958832821797
60,AUT,1984-01-01,13745.345923,0.036078534954886665
61,AUT,1985-01-01,14532.761999,0.0572860137832123
62,AUT,1986-01-01,15157.544974,0.042991344318649816
63,AUT,1987-01-01,15745.253008,0.03877329970045307
64,AUT,1988-01-01,16809.776968,0.06760920002105553
65,AUT,1989-01-01,18060.610801,0.07441109036610993
66,AUT,1990-01-01,19394.231979,0.07384142168249141
67,AUT,1991-01-01,20523.528829,0.058228490368827046
68,AUT,1992-01-01,21196.26822,0.032778933710922775
69,AUT,1993-01-01,21635.754232,0.020734122036883518
70,AUT,1994-01-01,22540.0488,0.041796304316607635
71,AUT,1995-01-01,23587.926467,0.046489591761664784
72,AUT,1996-01-01,24475.61784,0.03763329406007343
73,AUT,1997-01-01,25350.58793,0.035748641595884756
74,AUT,1998-01-01,26577.118813,0.04838273914541125
75,AUT,1999-01-01,27547.946698,0.03652871072409569
76,AUT,2000-01-01,29301.08221,0.0636394258787818
77,AUT,2001-01-01,29725.427189,0.014482228880105197
78,AUT,2002-01-01,31118.569371,0.046867019711512636
79,AUT,2003-01-01,31999.730114,0.028316235637142473
80,AUT,2004-01-01,33659.802305,0.051877693501974464
81,AUT,2005-01-01,34877.638422,0.036180726968176646
82,AUT,2006-01-01,37458.631211,0.07400136321649486
83,AUT,2007-01-01,39152.302618,0.04521444997441981
84,AUT,2008-01-01,41058.429322,0.048684919571593044
85,AUT,2009-01-01,40713.406117,-0.008403224641015061
86,AUT,2010-01-01,41918.45648,0.029598367661428204
87,AUT,2011-01-01,44254.357555,0.055724882811811094
88,AUT,2012-01-01,46253.607658,0.04517634451060104
89,AUT,2013-01-01,47776.927369,0.03293407342976251
90,AUT,2014-01-01,48645.567989,0.018181173797367833
91,AUT,2015-01-01,49480.224448,0.017157913732012142
92,BEL,1970-01-01,3899.365859,-0.9211934484432677
93,BEL,1971-01-01,4235.756899,0.08626814004220362
94,BEL,1972-01-01,4634.139449,0.09405226964136038
95,BEL,1973-01-01,5170.045768,0.11564311451949139
96,BEL,1974-01-01,5853.070231,0.1321118794010645
97,BEL,1975-01-01,6292.889509,0.07514334539684087
98,BEL,1976-01-01,7002.111231,0.11270207763630391
99,BEL,1977-01-01,7474.632072,0.06748262422739582
100,BEL,1978-01-01,8220.088033,0.09973145886236745
101,BEL,1979-01-01,9100.573695,0.10711389689079254
102,BEL,1980-01-01,10328.980627,0.13498126306860292
103,BEL,1981-01-01,11262.921282,0.09041944105875022
104,BEL,1982-01-01,12035.25558,0.06857317730119594
105,BEL,1983-01-01,12552.01167,0.04293686050662182
106,BEL,1984-01-01,13316.60071,0.06091366548259436
107,BEL,1985-01-01,13966.846505,0.048829713315027945
108,BEL,1986-01-01,14505.420631,0.0385608967498281
109,BEL,1987-01-01,15201.662817,0.04799875878897564
110,BEL,1988-01-01,16420.436591,0.08017371445951604
111,BEL,1989-01-01,17586.740946,0.07102760931699281
112,BEL,1990-01-01,18756.643961,0.06652187682710409
113,BEL,1991-01-01,19661.276134,0.04822995920170836
114,BEL,1992-01-01,20333.952125,0.0342132416235561
115,BEL,1993-01-01,20537.786932,0.010024357574314857
116,BEL,1994-01-01,21587.500791,0.0511113423503502
117,BEL,1995-01-01,22516.550459,0.04303646248792847
118,BEL,1996-01-01,22895.913048,0.016848166405008413
119,BEL,1997-01-01,23913.777112,0.04445614646885265
120,BEL,1998-01-01,24539.059394,0.026147365975332848
121,BEL,1999-01-01,25650.845349,0.04530678772764363
122,BEL,2000-01-01,27981.266543,0.09085163324221024
123,BEL,2001-01-01,29040.636709,0.03785997908179084
124,BEL,2002-01-01,30491.001355,0.049942591153675275
125,BEL,2003-01-01,31064.015907,0.01879290697371716
126,BEL,2004-01-01,32273.582797,0.03893787891498701
127,BEL,2005-01-01,33347.048406,0.03326143291099948
128,BEL,2006-01-01,35423.25875,0.06226069302212767
129,BEL,2007-01-01,36871.035681,0.04087080020552891
130,BEL,2008-01-01,38144.097693,0.03452742751828963
131,BEL,2009-01-01,38070.56988,-0.0019276327779931268
132,BEL,2010-01-01,40175.850685,0.05529942975994118
133,BEL,2011-01-01,41510.739934,0.033226160149445017
134,BEL,2012-01-01,42639.076624,0.027181801427630603
135,BEL,2013-01-01,43794.159568,0.02708977387539968
136,BEL,2014-01-01,45044.442682,0.028549083401375963
137,BEL,2015-01-01,45910.14538,0.019218856898987502
138,CAN,1970-01-01,4555.027239,-0.9007838637560855
139,CAN,1971-01-01,4919.449348,0.08000437535912619
140,CAN,1972-01-01,5349.466568,0.08741165719590605
141,CAN,1973-01-01,5960.092215,0.11414701620021406
142,CAN,1974-01-01,6641.866709,0.11438992374717816
143,CAN,1975-01-01,7282.233262,0.09641364108260064
144,CAN,1976-01-01,7975.719972,0.09522995007846546
145,CAN,1977-01-01,8661.422736,0.08597377621171076
146,CAN,1978-01-01,9540.598767,0.10150480559571662
147,CAN,1979-01-01,10615.658571,0.1126826345237919
148,CAN,1980-01-01,11671.821942,0.09949108328382406
149,CAN,1981-01-01,13046.66958,0.1177920332259983
150,CAN,1982-01-01,13253.765208,0.01587344775845856
151,CAN,1983-01-01,13996.044579,0.05600516980276349
152,CAN,1984-01-01,15207.157536,0.08653251639518089
153,CAN,1985-01-01,16287.171685,0.07102011973265054
154,CAN,1986-01-01,16807.085886,0.03192169954706303
155,CAN,1987-01-01,17706.993197,0.05354332792156469
156,CAN,1988-01-01,18892.114874,0.06692958334680954
157,CAN,1989-01-01,19725.651682,0.04412088395392644
158,CAN,1990-01-01,20180.350154,0.023051125475105128
159,CAN,1991-01-01,20156.74199,-0.0011698589875717147
160,CAN,1992-01-01,20553.52881,0.01968506716992513
161,CAN,1993-01-01,21365.196764,0.03949044280927061
162,CAN,1994-01-01,22551.987105,0.05554783108759942
163,CAN,1995-01-01,23395.473927,0.03740188472407335
164,CAN,1996-01-01,23954.649777,0.023901026828726524
165,CAN,1997-01-01,25156.150041,0.050157287841194886
166,CAN,1998-01-01,26197.932905,0.041412651073478246
167,CAN,1999-01-01,27745.751315,0.059081699904063534
168,CAN,2000-01-01,29265.221489,0.05476406664030531
169,CAN,2001-01-01,30133.352273,0.029664247862477566
170,CAN,2002-01-01,30854.823034,0.02394259870138815
171,CAN,2003-01-01,32224.015735,0.04437532179300585
172,CAN,2004-01-01,33815.119066,0.04937632057049379
173,CAN,2005-01-01,36212.643558,0.07090096259370071
174,CAN,2006-01-01,38009.872183,0.049629865384488214
175,CAN,2007-01-01,39441.964997,0.037676864765688656
176,CAN,2008-01-01,40277.61824,0.021186906967326946
177,CAN,2009-01-01,38791.071051,-0.03690752467393177
178,CAN,2010-01-01,40027.204368,0.03186643945393541
179,CAN,2011-01-01,41565.258928,0.038425230647124886
180,CAN,2012-01-01,42143.975007,0.013923071669118103
181,CAN,2013-01-01,44150.324847,0.04760703848335979
182,CAN,2014-01-01,45127.612498,0.02213545776586523
183,CAN,2015-01-01,44257.944725,-0.019271300316154427
184,CZE,1990-01-01,12572.756916,-0.7159209042778252
185,CZE,1991-01-01,11542.529879,-0.08194121972476387
186,CZE,1992-01-01,11735.459095,0.01671463864702738
187,CZE,1993-01-01,12007.218163,0.023157088768328116
188,CZE,1994-01-01,12612.726852,0.05042872385427821
189,CZE,1995-01-01,13683.995532,0.0849355331777546
190,CZE,1996-01-01,14538.143872,0.062419513219116096
191,CZE,1997-01-01,14680.351181,0.00978166884659104
192,CZE,1998-01-01,14864.042375,0.012512724779891071
193,CZE,1999-01-01,15290.737995,0.02870656643966929
194,CZE,2000-01-01,16104.981035,0.05325073520102519
195,CZE,2001-01-01,17543.187765,0.08930198221745367
196,CZE,2002-01-01,18134.824671,0.03372459520614379
197,CZE,2003-01-01,19346.688786,0.06682524573496051
198,CZE,2004-01-01,20761.345902,0.07312140757769892
199,CZE,2005-01-01,21860.611474,0.052947702773648464
200,CZE,2006-01-01,23687.614047,0.08357509007343866
201,CZE,2007-01-01,25997.9671,0.09753422393728184
202,CZE,2008-01-01,27663.990365,0.06408282842238067
203,CZE,2009-01-01,27442.245202,-0.008015660794928214
204,CZE,2010-01-01,27546.607777,0.0038029896690958687
205,CZE,2011-01-01,28795.816045,0.045348896608714995
206,CZE,2012-01-01,29051.390456,0.00887540087770411
207,CZE,2013-01-01,30523.583972,0.05067549239096558
208,CZE,2014-01-01,32387.980351,0.061080519925518884
209,CZE,2015-01-01,33780.459003,0.04299368583373275
210,DNK,1970-01-01,4251.063791,-0.8741561270489999
211,DNK,1971-01-01,4577.975217,0.07690108689785147
212,DNK,1972-01-01,4935.001603,0.07798783721550229
213,DNK,1973-01-01,5384.187376,0.09102039049530175
214,DNK,1974-01-01,5775.539941,0.07268553964976276
215,DNK,1975-01-01,6200.088538,0.07350803584374344
216,DNK,1976-01-01,6910.145673,0.11452370891933228
217,DNK,1977-01-01,7452.531342,0.07849120621570438
218,DNK,1978-01-01,8127.805485,0.09061003731636497
219,DNK,1979-01-01,9116.046307,0.12158765657271386
220,DNK,1980-01-01,9878.598556,0.08364944882020331
221,DNK,1981-01-01,10733.129442,0.08650325055278008
222,DNK,1982-01-01,11828.234857,0.10203039299188199
223,DNK,1983-01-01,12624.315995,0.06730346054372416
224,DNK,1984-01-01,13624.859323,0.07925525061288674
225,DNK,1985-01-01,14618.032075,0.07289416561706674
226,DNK,1986-01-01,15622.95,0.06874508961562809
227,DNK,1987-01-01,16040.338405,0.02671636310683967
228,DNK,1988-01-01,16589.924951,0.03426277751276663
229,DNK,1989-01-01,17339.386984,0.04517573377900197
230,DNK,1990-01-01,18217.660311,0.05065192488122161
231,DNK,1991-01-01,19034.53473,0.044839699777844855
232,DNK,1992-01-01,19784.179849,0.03938342227081071
233,DNK,1993-01-01,20186.78705,0.020349956585152595
234,DNK,1994-01-01,21644.83519,0.07222784568879681
235,DNK,1995-01-01,22660.803059,0.04693811988318486
236,DNK,1996-01-01,23717.074116,0.04661225174809003
237,DNK,1997-01-01,24908.362914,0.05022916368913877
238,DNK,1998-01-01,25793.330945,0.03552895202528927
239,DNK,1999-01-01,26657.832738,0.03351648512723715
240,DNK,2000-01-01,28648.733233,0.07468350914221267
241,DNK,2001-01-01,29527.042001,0.030657857045780057
242,DNK,2002-01-01,30639.953125,0.03769125007382401
243,DNK,2003-01-01,30787.694991,0.004821869844162885
244,DNK,2004-01-01,32941.229317,0.06994789076056285
245,DNK,2005-01-01,34152.878022,0.036782133822027774
246,DNK,2006-01-01,37318.985286,0.09270396661624014
247,DNK,2007-01-01,38963.461172,0.04406539656416952
248,DNK,2008-01-01,41282.997451,0.0595310634432773
249,DNK,2009-01-01,40381.641318,-0.021833592245084632
250,DNK,2010-01-01,43088.058771,0.06702098688082847
251,DNK,2011-01-01,44407.951347,0.0306324446644215
252,DNK,2012-01-01,44808.543194,0.009020723425627208
253,DNK,2013-01-01,46785.1876,0.04411311471212209
254,DNK,2014-01-01,47851.86851,0.022799543289637292
255,DNK,2015-01-01,49033.190954,0.024687070344037387
256,FIN,1970-01-01,3395.156752,-0.9307579889062262
257,FIN,1971-01-01,3646.886383,0.0741437433932064
258,FIN,1972-01-01,4074.349569,0.11721318985768914
259,FIN,1973-01-01,4570.497428,0.12177351270371561
260,FIN,1974-01-01,5114.876999,0.11910729183764479
261,FIN,1975-01-01,5664.82086,0.10751849186354212
262,FIN,1976-01-01,5978.193918,0.05531914702065266
263,FIN,1977-01-01,6346.498555,0.06160801105682712
264,FIN,1978-01-01,6970.409048,0.09830782873313049
265,FIN,1979-01-01,8062.593658,0.1566887398542811
266,FIN,1980-01-01,9234.719113,0.14537821260990547
267,FIN,1981-01-01,10183.946458,0.10278897856933678
268,FIN,1982-01-01,11087.51559,0.08872485099233818
269,FIN,1983-01-01,11814.267062,0.06554682751972574
270,FIN,1984-01-01,12559.416199,0.06307197332594017
271,FIN,1985-01-01,13363.824609,0.06404823259731196
272,FIN,1986-01-01,13959.561425,0.04457831746750074
273,FIN,1987-01-01,14783.439509,0.059018908898135436
274,FIN,1988-01-01,16051.289397,0.08576149597853377
275,FIN,1989-01-01,17460.574692,0.0877988839490611
276,FIN,1990-01-01,18148.403457,0.039393248912657386
277,FIN,1991-01-01,17547.304585,-0.033121308627737656
278,FIN,1992-01-01,17253.236613,-0.01675858366597105
279,FIN,1993-01-01,17449.55274,0.011378510096597072
280,FIN,1994-01-01,18443.191832,0.056943527825917384
281,FIN,1995-01-01,19545.066761,0.05974426438964753
282,FIN,1996-01-01,20058.580377,0.026273310921846482
283,FIN,1997-01-01,21763.606755,0.08500234542794738
284,FIN,1998-01-01,23534.600175,0.08137407737314173
285,FIN,1999-01-01,24768.530055,0.052430458593928586
286,FIN,2000-01-01,26732.358294,0.07928723402798643
287,FIN,2001-01-01,27834.377988,0.04122418538162953
288,FIN,2002-01-01,28567.171865,0.026326935608761426
289,FIN,2003-01-01,28983.254172,0.014565050715075412
290,FIN,2004-01-01,31139.971501,0.07441253201593723
291,FIN,2005-01-01,31993.376222,0.02740544322503946
292,FIN,2006-01-01,34382.59632,0.07467858601172161
293,FIN,2007-01-01,37688.503224,0.09615058947939281
294,FIN,2008-01-01,39969.392291,0.0605194919374652
295,FIN,2009-01-01,37868.502313,-0.05256246986955215
296,FIN,2010-01-01,38811.954544,0.024913903993401876
297,FIN,2011-01-01,40683.337416,0.04821666143812653
298,FIN,2012-01-01,40619.937015,-0.001558387414279938
299,FIN,2013-01-01,41330.616658,0.01749583320962711
300,FIN,2014-01-01,41540.944256,0.00508890539283291
301,FIN,2015-01-01,42301.921358,0.01831872422808689
302,FRA,1970-01-01,3716.931785,-0.9121332633205071
303,FRA,1971-01-01,4075.609891,0.09649843654582968
304,FRA,1972-01-01,4405.837983,0.08102544179442428
305,FRA,1973-01-01,4899.403642,0.11202537653550393
306,FRA,1974-01-01,5532.450481,0.12920895791749487
307,FRA,1975-01-01,5957.835923,0.07688915489815829
308,FRA,1976-01-01,6529.726354,0.09598962415064838
309,FRA,1977-01-01,7141.659159,0.09371492338651222
310,FRA,1978-01-01,7912.573929,0.10794617228805792
311,FRA,1979-01-01,8832.054023,0.11620492929994097
312,FRA,1980-01-01,9731.125222,0.10179638809485114
313,FRA,1981-01-01,10693.81683,0.09892911518840175
314,FRA,1982-01-01,11572.234851,0.0821426095999438
315,FRA,1983-01-01,12115.348278,0.046932458076848205
316,FRA,1984-01-01,12674.793912,0.04617660352495889
317,FRA,1985-01-01,13226.962188,0.04356428040042748
318,FRA,1986-01-01,13741.245587,0.03888144471045485
319,FRA,1987-01-01,14377.494724,0.04630214437051672
320,FRA,1988-01-01,15496.496248,0.07783007717833335
321,FRA,1989-01-01,16701.198474,0.077740297336921
322,FRA,1990-01-01,17727.255723,0.0614361448729166
323,FRA,1991-01-01,18414.981169,0.03879480596129259
324,FRA,1992-01-01,19041.367975,0.03401506633384277
325,FRA,1993-01-01,19291.333085,0.013127476467456711
326,FRA,1994-01-01,20089.138363,0.0413556323186568
327,FRA,1995-01-01,20860.09583,0.03837683095557454
328,FRA,1996-01-01,21460.808534,0.02879721689178849
329,FRA,1997-01-01,22360.079932,0.04190295983374992
330,FRA,1998-01-01,23469.388299,0.04961110918983991
331,FRA,1999-01-01,24447.776138,0.04168782869563281
332,FRA,2000-01-01,26210.073991,0.07208417825213975
333,FRA,2001-01-01,27698.123343,0.05677394701407423
334,FRA,2002-01-01,28658.522748,0.03467380779220619
335,FRA,2003-01-01,28276.147166,-0.013342473558818901
336,FRA,2004-01-01,29189.877691,0.03231453421273378
337,FRA,2005-01-01,30625.932302,0.04919700679125394
338,FRA,2006-01-01,32567.626231,0.06340032067768919
339,FRA,2007-01-01,34176.901746,0.04941335004232483
340,FRA,2008-01-01,35184.23363,0.029474055064628413
341,FRA,2009-01-01,34795.158224,-0.011058231652607553
342,FRA,2010-01-01,36056.659941,0.03625509356442236
343,FRA,2011-01-01,37485.252351,0.039620763884886445
344,FRA,2012-01-01,37671.02818,0.004955971144610549
345,FRA,2013-01-01,39566.452076,0.050315162276518555
346,FRA,2014-01-01,40177.23661,0.015436929569191404
347,FRA,2015-01-01,41037.882594,0.02142123392791495
348,DEU,1970-01-01,4045.678351,-0.9014160064975792
349,DEU,1971-01-01,4348.688851,0.07489732838625263
350,DEU,1972-01-01,4709.814597,0.08304244299220387
351,DEU,1973-01-01,5187.498088,0.10142299259598664
352,DEU,1974-01-01,5702.153243,0.09921066885605745
353,DEU,1975-01-01,6199.80362,0.08727411484616243
354,DEU,1976-01-01,6895.520015,0.11221587612157302
355,DEU,1977-01-01,7583.089452,0.0997124851359017
356,DEU,1978-01-01,8368.559886,0.10358184997973807
357,DEU,1979-01-01,9432.802379,0.12717152144425747
358,DEU,1980-01-01,10401.877157,0.10273455745849458
359,DEU,1981-01-01,11416.445523,0.09753704554348053
360,DEU,1982-01-01,12089.614885,0.05896488190162241
361,DEU,1983-01-01,12799.363995,0.05870733821973184
362,DEU,1984-01-01,13675.97197,0.06848840109105758
363,DEU,1985-01-01,14475.202864,0.05844051857909749
364,DEU,1986-01-01,15100.757935,0.04321563413496343
365,DEU,1987-01-01,15697.502921,0.0395175519380313
366,DEU,1988-01-01,16763.74133,0.06792407775720788
367,DEU,1989-01-01,17964.874881,0.07165068509202532
368,DEU,1990-01-01,19438.664571,0.08203729220283695
369,DEU,1991-01-01,20950.945107,0.07779755293767088
370,DEU,1992-01-01,21697.79364,0.03564748650649019
371,DEU,1993-01-01,21880.412287,0.008416461601115977
372,DEU,1994-01-01,22838.47117,0.0437861439918672
373,DEU,1995-01-01,23672.96699,0.03653904036694766
374,DEU,1996-01-01,24243.649989,0.02410694862376439
375,DEU,1997-01-01,24785.899374,0.02236665622734324
376,DEU,1998-01-01,25554.023599,0.030990371315948728
377,DEU,1999-01-01,26579.739075,0.04013909872260357
378,DEU,2000-01-01,27529.780424,0.03574306528439841
379,DEU,2001-01-01,28832.881129,0.047334220794001736
380,DEU,2002-01-01,29654.218686,0.028486142377700086
381,DEU,2003-01-01,30350.480901,0.02347936468576428
382,DEU,2004-01-01,31848.802716,0.0493673171073421
383,DEU,2005-01-01,32413.540062,0.01773182342318602
384,DEU,2006-01-01,34769.442586,0.07268266654903077
385,DEU,2007-01-01,37009.825798,0.06443540779978152
386,DEU,2008-01-01,38662.606124,0.04465787910002317
387,DEU,2009-01-01,37734.236969,-0.024012068716281143
388,DEU,2010-01-01,39993.301878,0.05986777765920914
389,DEU,2011-01-01,42692.501725,0.06749129779866503
390,DEU,2012-01-01,43564.073894,0.020415111173717415
391,DEU,2013-01-01,45272.854835,0.03922454417733756
392,DEU,2014-01-01,47099.457528,0.04034653214729178
393,DEU,2015-01-01,48037.431378,0.0199147484754445
394,GRC,1970-01-01,3100.921326,-0.9354478114868534
395,GRC,1971-01-01,3498.773548,0.12830129505839638
396,GRC,1972-01-01,3994.876788,0.14179346939546478
397,GRC,1973-01-01,4532.751731,0.13464118458313767
398,GRC,1974-01-01,4604.852853,0.01590670000893546
399,GRC,1975-01-01,5301.99733,0.15139343194122246
400,GRC,1976-01-01,5897.358379,0.11228995639648875
401,GRC,1977-01-01,6349.72667,0.07670693587333033
402,GRC,1978-01-01,7193.664148,0.13290926080129983
403,GRC,1979-01-01,7943.788968,0.10427576330604094
404,GRC,1980-01-01,8632.983526,0.08675892080923675
405,GRC,1981-01-01,9210.17101,0.06685840211112204
406,GRC,1982-01-01,9610.453827,0.04346095382652404
407,GRC,1983-01-01,9824.936833,0.022317677173311345
408,GRC,1984-01-01,10326.757631,0.05107623657329641
409,GRC,1985-01-01,10882.785372,0.05384339991972453
410,GRC,1986-01-01,11122.958377,0.022069074854488502
411,GRC,1987-01-01,11111.158064,-0.0010608969844211336
412,GRC,1988-01-01,11950.268777,0.07551964504210473
413,GRC,1989-01-01,12818.992363,0.0726948993542289
414,GRC,1990-01-01,13200.205995,0.029738190117057473
415,GRC,1991-01-01,13944.361947,0.05637457114547084
416,GRC,1992-01-01,14257.704682,0.022470926686424253
417,GRC,1993-01-01,14284.615634,0.0018874673448647794
418,GRC,1994-01-01,14813.179148,0.0370022916641819
419,GRC,1995-01-01,15398.581863,0.039519046462017426
420,GRC,1996-01-01,16130.049418,0.04750226751449005
421,GRC,1997-01-01,17142.08195,0.06274206022398432
422,GRC,1998-01-01,18015.079521,0.05092716121334373
423,GRC,1999-01-01,18464.726454,0.024959475337083648
424,GRC,2000-01-01,19503.905867,0.056279166419759497
425,GRC,2001-01-01,21011.642727,0.0773043548446899
426,GRC,2002-01-01,22615.957432,0.07635360670484137
427,GRC,2003-01-01,23868.663154,0.05539034665087894
428,GRC,2004-01-01,25455.197244,0.06646933176624592
429,GRC,2005-01-01,25577.445412,0.00480248362753577
430,GRC,2006-01-01,28535.859021,0.11566493687489299
431,GRC,2007-01-01,29280.365414,0.02609020434436915
432,GRC,2008-01-01,30855.935752,0.0538097908179338
433,GRC,2009-01-01,30396.415367,-0.014892446908540635
434,GRC,2010-01-01,28202.722809,-0.07216944930886804
435,GRC,2011-01-01,26141.091014,-0.07310045235568863
436,GRC,2012-01-01,25284.40576,-0.03277159524601314
437,GRC,2013-01-01,26121.386115,0.033102631042415176
438,GRC,2014-01-01,26454.038603,0.012734871209953758
439,GRC,2015-01-01,26289.049346,-0.006236826802743511
440,HUN,1991-01-01,8304.966847,-0.684090256072206
441,HUN,1992-01-01,8251.548915,-0.00643204638671091
442,HUN,1993-01-01,8423.683894,0.020860929356800728
443,HUN,1994-01-01,8884.976318,0.05476136448194224
444,HUN,1995-01-01,9144.820609,0.029245355496736902
445,HUN,1996-01-01,9316.662946,0.018791220117634566
446,HUN,1997-01-01,9792.32322,0.05105479040692562
447,HUN,1998-01-01,10377.739011,0.059783136018665806
448,HUN,1999-01-01,10873.545963,0.047776008962497896
449,HUN,2000-01-01,11843.461998,0.0891996077728816
450,HUN,2001-01-01,13230.654574,0.11712728729439537
451,HUN,2002-01-01,14516.15369,0.09716065889333825
452,HUN,2003-01-01,15417.622912,0.06210110758340992
453,HUN,2004-01-01,16198.916786,0.050675378329035015
454,HUN,2005-01-01,17014.326764,0.050337315066938615
455,HUN,2006-01-01,18230.035239,0.07145204696387242
456,HUN,2007-01-01,18933.888371,0.038609532168880856
457,HUN,2008-01-01,20586.089242,0.08726157240530608
458,HUN,2009-01-01,20573.375904,-0.0006175693620359413
459,HUN,2010-01-01,21466.574327,0.04341525800956836
460,HUN,2011-01-01,22729.184423,0.058817493502534735
461,HUN,2012-01-01,22997.744941,0.011815668921593137
462,HUN,2013-01-01,24388.389584,0.0604687392858585
463,HUN,2014-01-01,25516.847062,0.04627027439074216
464,HUN,2015-01-01,26467.618618,0.037260542170035604
465,ISL,1970-01-01,3890.767007,-0.8529989772349984
466,ISL,1971-01-01,4577.737127,0.17656418869699753
467,ISL,1972-01-01,4993.81197,0.09089094272057352
468,ISL,1973-01-01,5542.149329,0.10980336510347222
469,ISL,1974-01-01,6296.89677,0.13618316580729584
470,ISL,1975-01-01,6838.559654,0.0860206072585814
471,ISL,1976-01-01,7570.841264,0.1070812637529126
472,ISL,1977-01-01,8683.148276,0.14691986969653104
473,ISL,1978-01-01,9774.208697,0.12565263039624264
474,ISL,1979-01-01,10989.200395,0.12430588865704473
475,ISL,1980-01-01,12534.95558,0.14066129740461442
476,ISL,1981-01-01,14126.202866,0.12694478858296843
477,ISL,1982-01-01,15116.604059,0.07011092806714325
478,ISL,1983-01-01,15177.994524,0.004061128065562469
479,ISL,1984-01-01,16197.60499,0.0671768898313776
480,ISL,1985-01-01,17130.039809,0.057566215472945714
481,ISL,1986-01-01,18433.569481,0.07609612625156492
482,ISL,1987-01-01,20289.711419,0.1006935710369703
483,ISL,1988-01-01,20651.80383,0.017846109465160964
484,ISL,1989-01-01,21266.706496,0.029774767911883604
485,ISL,1990-01-01,22132.466992,0.04070966494801831
486,ISL,1991-01-01,22537.014711,0.018278473843255982
487,ISL,1992-01-01,22005.365699,-0.023590037048718204
488,ISL,1993-01-01,22592.938135,0.02670132566925254
489,ISL,1994-01-01,23706.660752,0.049295165168210975
490,ISL,1995-01-01,24104.809634,0.016794810798750337
491,ISL,1996-01-01,24996.831889,0.03700598629668472
492,ISL,1997-01-01,26966.052709,0.07877881600134162
493,ISL,1998-01-01,28598.984623,0.06055509612851151
494,ISL,1999-01-01,29412.071578,0.02843062317485545
495,ISL,2000-01-01,29503.681309,0.003114698356321277
496,ISL,2001-01-01,31608.903701,0.07135456656921679
497,ISL,2002-01-01,32187.428711,0.018302596492193457
498,ISL,2003-01-01,32331.195769,0.0044665592673100996
499,ISL,2004-01-01,35232.461807,0.08973580991958885
500,ISL,2005-01-01,37073.724059,0.052260391626513636
501,ISL,2006-01-01,38653.27112,0.04260556771923607
502,ISL,2007-01-01,40745.154143,0.054119171867904825
503,ISL,2008-01-01,42417.481839,0.04104359723688278
504,ISL,2009-01-01,40967.135474,-0.034192184498479605
505,ISL,2010-01-01,38414.414641,-0.06231143094249525
506,ISL,2011-01-01,39466.339613,0.02738360018838515
507,ISL,2012-01-01,40486.433649,0.025847191454866802
508,ISL,2013-01-01,42670.067334,0.05393494778846586
509,ISL,2014-01-01,44330.785913,0.038919989649904396
510,ISL,2015-01-01,47717.958949,0.07640678968893977
511,IRL,1970-01-01,2462.591186,-0.9483927804072264
512,IRL,1971-01-01,2652.248153,0.07701520580363197
513,IRL,1972-01-01,2901.824074,0.09409976239127582
514,IRL,1973-01-01,3153.113895,0.08659719355543527
515,IRL,1974-01-01,3524.267606,0.11771021389000591
516,IRL,1975-01-01,4000.611583,0.13516112572979222
517,IRL,1976-01-01,4211.460347,0.0527041327620934
518,IRL,1977-01-01,4774.877445,0.13378188361700838
519,IRL,1978-01-01,5407.968316,0.13258787859842136
520,IRL,1979-01-01,5937.603622,0.09793609634010281
521,IRL,1980-01-01,6607.673331,0.11285187622111703
522,IRL,1981-01-01,7373.753994,0.11593803516374224
523,IRL,1982-01-01,7924.861494,0.0747390678409443
524,IRL,1983-01-01,8159.025392,0.029548011429258114
525,IRL,1984-01-01,8756.448852,0.0732224047967518
526,IRL,1985-01-01,9283.887885,0.06023435320809667
527,IRL,1986-01-01,9427.971203,0.015519717577890502
528,IRL,1987-01-01,10116.501552,0.07303059525477851
529,IRL,1988-01-01,11054.409799,0.09271073030326149
530,IRL,1989-01-01,12224.593447,0.10585672770208476
531,IRL,1990-01-01,13765.772675,0.12607202314594912
532,IRL,1991-01-01,14416.202212,0.04724976594893526
533,IRL,1992-01-01,15113.484388,0.04836795195752641
534,IRL,1993-01-01,15805.230554,0.045770131376801526
535,IRL,1994-01-01,17013.544339,0.0764502473324693
536,IRL,1995-01-01,18961.03256,0.1144669318864846
537,IRL,1996-01-01,20540.524732,0.08330201253554526
538,IRL,1997-01-01,22691.102254,0.10469924941350817
539,IRL,1998-01-01,25032.289071,0.10317642531390425
540,IRL,1999-01-01,27020.012262,0.0794063693241216
541,IRL,2000-01-01,30162.606381,0.11630616923959125
542,IRL,2001-01-01,32636.512571,0.08201897935313562
543,IRL,2002-01-01,35210.697375,0.07887438335820729
544,IRL,2003-01-01,36231.531575,0.028992160794997446
545,IRL,2004-01-01,38724.604322,0.06880947723226338
546,IRL,2005-01-01,40443.919042,0.04439850968401604
547,IRL,2006-01-01,44285.482828,0.09498495390643602
548,IRL,2007-01-01,46749.835405,0.05564696193042029
549,IRL,2008-01-01,44200.513252,-0.05453114713484841
